edad,sexo,Nivel_edu,size_localidad,Indigena,edu_madre,edu_padre,hermanos,ingreso,color_piel,region
38,2 Mujer,Ninguno/no fue a la escuela,"Pueblo (menos de 2,500 habitantes)",NS,,,3,"Menor a 1 salario mínimo ($0 – $2,399)",G,Norte
25,1 Hombre,Profesional,Metrópoli (más de 500 mil habitantes),No,Preparatoria general,Preparatoria general,1,NS,F,Centro
64,1 Hombre,Técnica o comercial con secundaria,"Pueblo (menos de 2,500 habitantes)",Sí,Técnica o comercial con secundaria,,14,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Norte
50,1 Hombre,Preparatoria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Secundaria técnica,6,"Igual a un salario mínimo ($2,400)",G,Sur
29,2 Mujer,Profesional,"Pueblo (menos de 2,500 habitantes)",Sí,,,6,NS,G,Centro
38,1 Hombre,Profesional,Ciudad grande (entre 100 mil y 500 mil habitantes),NS,,Primaria,2,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",J,Centro
51,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",Sí,,,5,"Menor a 1 salario mínimo ($0 – $2,399)",F,Sur
56,2 Mujer,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),NS,,,7,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",G,Norte
33,1 Hombre,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,,5,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",E,Sur
29,2 Mujer,Preparatoria general,"Pueblo (menos de 2,500 habitantes)",No,NS,NS,4,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",I,Centro-norte
39,2 Mujer,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,,3,No quiso dar información,G,Centro
29,2 Mujer,Secundaria general,Metrópoli (más de 500 mil habitantes),NS,,Primaria,3,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",I,Centro
45,1 Hombre,Preparatoria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Secundaria general,Primaria,4,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Centro
48,1 Hombre,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,11,"Más de 5 salarios mínimos hasta 10 ($12,001 – $24,000)",H,Norte-occidente
45,2 Mujer,Secundaria técnica,"Pueblo (menos de 2,500 habitantes)",NS,,,3,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",F,Norte-occidente
63,2 Mujer,Primaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,Primaria,6,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Centro
40,2 Mujer,Secundaria general,Metrópoli (más de 500 mil habitantes),No,,Primaria,3,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Centro
37,2 Mujer,Preparatoria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),Sí,Primaria,,3,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",I,Sur
41,2 Mujer,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,Primaria,5,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Norte-occidente
40,2 Mujer,Secundaria técnica,Ciudad grande (entre 100 mil y 500 mil habitantes),Sí,,,4,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Centro
25,2 Mujer,Preparatoria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Secundaria general,Secundaria general,3,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Centro-norte
31,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,5,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Norte-occidente
44,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",NS,,,6,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",E,Centro
43,2 Mujer,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Secundaria general,Secundaria general,3,"Menor a 1 salario mínimo ($0 – $2,399)",H,Centro
60,2 Mujer,Preparatoria general,Metrópoli (más de 500 mil habitantes),No,Preparatoria general,Preparatoria general,3,No quiso dar información,G,Centro
54,2 Mujer,Primaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,,9,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Norte
62,2 Mujer,Primaria,Metrópoli (más de 500 mil habitantes),No,Primaria,,7,"Menor a 1 salario mínimo ($0 – $2,399)",E,Norte
49,2 Mujer,Secundaria técnica,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,8,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Centro
47,2 Mujer,Preparatoria técnica,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,Primaria,7,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Norte
25,1 Hombre,Preparatoria general,Metrópoli (más de 500 mil habitantes),No,Secundaria técnica,Primaria,3,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Norte
46,2 Mujer,Preparatoria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,4,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Centro
47,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,4,NS,H,Sur
52,2 Mujer,Profesional,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,4,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Norte-occidente
58,2 Mujer,Normal básica,"Pueblo (menos de 2,500 habitantes)",No,Técnica o comercial con secundaria,Secundaria general,1,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Sur
35,1 Hombre,Preparatoria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Secundaria general,Primaria,9,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Centro-norte
45,2 Mujer,Primaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,Primaria,6,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Norte
53,1 Hombre,Preparatoria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Primaria,,6,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Centro-norte
45,2 Mujer,Primaria,Metrópoli (más de 500 mil habitantes),No,NS,NS,8,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Centro-norte
42,1 Hombre,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,Primaria,4,No quiso dar información,H,Centro-norte
47,1 Hombre,Secundaria técnica,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Primaria,Primaria,4,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",J,Centro-norte
52,1 Hombre,Preparatoria técnica,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Secundaria general,Primaria,4,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",I,Centro
25,2 Mujer,Preparatoria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,,Primaria,3,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",F,Norte-occidente
49,2 Mujer,Preparatoria técnica,Ciudad grande (entre 100 mil y 500 mil habitantes),NS,,,7,"Igual a un salario mínimo ($2,400)",G,Centro
53,2 Mujer,Preparatoria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,Primaria,11,"Igual a un salario mínimo ($2,400)",I,Centro-norte
32,2 Mujer,Técnica o comercial con preparatoria,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Secundaria general,Secundaria general,3,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Sur
43,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,6,"Igual a un salario mínimo ($2,400)",F,Norte-occidente
40,1 Hombre,Primaria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,11,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Norte-occidente
35,2 Mujer,Profesional,Ciudad grande (entre 100 mil y 500 mil habitantes),NS,,Secundaria general,1,No quiso dar información,I,Centro-norte
42,1 Hombre,Preparatoria técnica,"Pueblo (menos de 2,500 habitantes)",Sí,,,5,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",F,Sur
28,1 Hombre,Preparatoria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,Primaria,3,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Norte
49,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",Sí,,,6,"Menor a 1 salario mínimo ($0 – $2,399)",F,Sur
25,2 Mujer,Preparatoria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",NS,,Primaria,4,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Norte
34,2 Mujer,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,,18,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Norte-occidente
60,1 Hombre,Preparatoria técnica,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,8,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",F,Centro
56,1 Hombre,Profesional,Ciudad grande (entre 100 mil y 500 mil habitantes),No,,Primaria,6,"Más de 10 salarios mínimos ($24,001 o más)",H,Centro
51,2 Mujer,Primaria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",NS,,,1,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",B,Norte
40,1 Hombre,Preparatoria técnica,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Técnica o comercial con secundaria,Primaria,4,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",E,Centro-norte
28,1 Hombre,Normal de licenciatura,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Secundaria técnica,Primaria,4,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Sur
56,2 Mujer,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,,3,"Menor a 1 salario mínimo ($0 – $2,399)",H,Sur
35,2 Mujer,Secundaria técnica,"Pueblo (menos de 2,500 habitantes)",Sí,Primaria,Primaria,5,"Igual a un salario mínimo ($2,400)",H,Centro-norte
28,2 Mujer,Secundaria general,Metrópoli (más de 500 mil habitantes),No,Secundaria general,Preparatoria técnica,2,No quiso dar información,H,Centro
60,1 Hombre,Preparatoria general,Metrópoli (más de 500 mil habitantes),No,,,12,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Sur
27,2 Mujer,Preparatoria general,"Pueblo (menos de 2,500 habitantes)",Sí,Primaria,Primaria,4,"Menor a 1 salario mínimo ($0 – $2,399)",H,Sur
28,1 Hombre,Preparatoria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Secundaria general,Secundaria general,2,No quiso dar información,H,Centro
45,2 Mujer,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Secundaria general,,1,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Norte
59,1 Hombre,Profesional,Ciudad grande (entre 100 mil y 500 mil habitantes),No,,Primaria,10,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Centro-norte
31,2 Mujer,Ninguno/no fue a la escuela,Metrópoli (más de 500 mil habitantes),No,Primaria,Primaria,6,"Menor a 1 salario mínimo ($0 – $2,399)",H,Norte
60,1 Hombre,Profesional,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Profesional (licenciatura o ingeniería),Profesional (licenciatura o ingeniería),2,No quiso dar información,H,Centro
46,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,3,"Menor a 1 salario mínimo ($0 – $2,399)",H,Sur
47,2 Mujer,Primaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),Sí,Secundaria técnica,Primaria,4,"Igual a un salario mínimo ($2,400)",F,Sur
60,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,12,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",E,Sur
25,2 Mujer,Primaria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,3,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Norte
37,2 Mujer,Primaria,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Primaria,Primaria,7,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Centro-norte
50,2 Mujer,Técnica o comercial con preparatoria,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,,5,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Centro-norte
25,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,3,No quiso dar información,H,Sur
50,1 Hombre,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,,,8,"Menor a 1 salario mínimo ($0 – $2,399)",G,Sur
54,2 Mujer,Primaria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,Primaria,7,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Norte
34,2 Mujer,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,Primaria,10,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Norte
62,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",NS,,,8,"Menor a 1 salario mínimo ($0 – $2,399)",E,Sur
30,1 Hombre,Preparatoria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Primaria,,2,No quiso dar información,H,Centro
60,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,6,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",F,Centro-norte
47,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,11,"Menor a 1 salario mínimo ($0 – $2,399)",H,Sur
38,2 Mujer,Ninguno/no fue a la escuela,"Pueblo (menos de 2,500 habitantes)",No,,,10,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Centro-norte
57,1 Hombre,Secundaria técnica,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Secundaria técnica,Primaria,5,No quiso dar información,H,Sur
64,1 Hombre,Normal de licenciatura,Ciudad mediana (entre 15 mil y 100 mil habitantes),Sí,,,5,No quiso dar información,D,Sur
50,2 Mujer,Normal de licenciatura,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,Primaria,3,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Sur
44,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,8,"Menor a 1 salario mínimo ($0 – $2,399)",G,Sur
30,1 Hombre,Primaria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",NS,,,1,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Centro
60,2 Mujer,Primaria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,8,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Norte
37,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",NS,,,3,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Norte-occidente
33,2 Mujer,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,,Técnica o comercial con preparatoria,7,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Centro-norte
47,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,11,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",F,Centro-norte
28,1 Hombre,Preparatoria técnica,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,,5,"Igual a un salario mínimo ($2,400)",H,Sur
63,1 Hombre,Ninguno/no fue a la escuela,"Pueblo (menos de 2,500 habitantes)",No,,,5,"Igual a un salario mínimo ($2,400)",G,Sur
36,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,4,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Centro-norte
49,1 Hombre,Preparatoria general,"Pueblo (menos de 2,500 habitantes)",Sí,,,9,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Sur
41,2 Mujer,Preparatoria técnica,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Técnica o comercial con preparatoria,1,No quiso dar información,G,Norte
49,2 Mujer,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Primaria,Primaria,11,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Sur
48,2 Mujer,Profesional,Metrópoli (más de 500 mil habitantes),No,Primaria,Primaria,8,"Más de 5 salarios mínimos hasta 10 ($12,001 – $24,000)",G,Centro
53,1 Hombre,Primaria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",NS,,,5,No quiso dar información,F,Centro
57,2 Mujer,Primaria,Metrópoli (más de 500 mil habitantes),No,,Primaria,4,"Igual a un salario mínimo ($2,400)",F,Centro
50,1 Hombre,Profesional,Metrópoli (más de 500 mil habitantes),No,Secundaria técnica,,4,"Más de 5 salarios mínimos hasta 10 ($12,001 – $24,000)",J,Norte
37,2 Mujer,Preparatoria general,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,10,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Norte-occidente
44,1 Hombre,Preparatoria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,,,1,"Más de 5 salarios mínimos hasta 10 ($12,001 – $24,000)",I,Norte
52,1 Hombre,Profesional,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,Primaria,9,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Centro-norte
39,1 Hombre,Profesional,"Pueblo (menos de 2,500 habitantes)",No,Normal de licenciatura,Preparatoria general,5,"Más de 5 salarios mínimos hasta 10 ($12,001 – $24,000)",E,Centro
59,2 Mujer,Posgrado,"Pueblo (menos de 2,500 habitantes)",No,Normal de licenciatura,Preparatoria técnica,3,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",I,Sur
45,2 Mujer,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,5,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",I,Norte-occidente
47,2 Mujer,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,Primaria,4,NS,H,Norte
54,2 Mujer,Normal básica,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,8,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Norte-occidente
61,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,12,"Igual a un salario mínimo ($2,400)",G,Norte-occidente
48,2 Mujer,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,,11,"Menor a 1 salario mínimo ($0 – $2,399)",J,Norte
25,1 Hombre,Profesional,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Preparatoria general,Preparatoria general,3,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",G,Centro
60,1 Hombre,Primaria,Ciudad grande (entre 100 mil y 500 mil habitantes),No,,,8,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Norte
40,1 Hombre,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,NS,Primaria,3,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",G,Norte
29,2 Mujer,Primaria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,9,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",E,Centro
40,2 Mujer,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Primaria,Primaria,4,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Centro-norte
59,1 Hombre,Primaria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,6,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",F,Norte-occidente
61,1 Hombre,Ninguno/no fue a la escuela,"Pueblo (menos de 2,500 habitantes)",Sí,,,10,"Menor a 1 salario mínimo ($0 – $2,399)",E,Sur
52,1 Hombre,Preparatoria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,,11,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Centro
35,2 Mujer,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Primaria,Primaria,4,No quiso dar información,G,Centro
45,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,6,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Centro-norte
33,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,8,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",F,Sur
38,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,Primaria,,3,"Igual a un salario mínimo ($2,400)",H,Centro
46,1 Hombre,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,6,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Centro-norte
43,2 Mujer,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),Sí,Primaria,,4,"Igual a un salario mínimo ($2,400)",H,Sur
25,1 Hombre,Profesional,Metrópoli (más de 500 mil habitantes),NS,,Preparatoria general,1,No quiso dar información,H,Centro
30,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,5,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Norte
38,1 Hombre,Normal de licenciatura,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,4,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Sur
48,2 Mujer,Primaria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,7,"Igual a un salario mínimo ($2,400)",F,Sur
44,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",Sí,Primaria,,9,"Igual a un salario mínimo ($2,400)",G,Sur
53,2 Mujer,Secundaria técnica,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,,8,"Menor a 1 salario mínimo ($0 – $2,399)",H,Norte-occidente
