objetivo,p05,p06,p09_1,p10_1,estatura,p21,p23,p24,p28,p38_11,p43,p38m_11,p43m,p60,p61,p64,p86,p87,p98,p122,p131,p132,p142,p143,p144,p151,region,escolaridadh,indigena,X4,probit_pred,count
8,36,1,7,8,164,54,15,2,4,65,2,65,7,6,4,23,20,8,19,7,2,2,33,1,33,8,4,15,0,10,10,2
5,31,1,2,7,172,70,15,5,5,59,4,58,4,9,5,18,35,18,18,5,0,1,22,2,22,7,4,12,0,4,1,-1
8,26,2,7,4,150,55,21,4,5,55,11,52,4,3,2,16.588694,20,0,26,5,0,2,26,1,26,8,4,16,0,8,9,0
3,45,1,1,1,170,68,9,4,5,80,98,65,3,3,2,42,60,1,18,2,1,2,30,2.6724489,22.825521,4,4,12,0,9,10,6
9,38,2,7,8,160,82,21,2,6,58,4,56,2,4,4,30,50,12,19,4,1,2,26,2.6724489,22.825521,7,4,18,0,9,10,0
5,50,1,5,98,160,78,21,3,3,71.321976,2,87,2,7,7,20,50,5,20,3,1,1,23,2,25,5,4,16,0,8,9,3
3,55,1,8,8,178,93,10,2,6,82,2,82,2,14,10,15,45,38,17,5,0,2,23,6,24,8,2,6,0,6,5,3
6,44,2,7,8,158,63,15,1,6,67,2,69,2,7,4,18,90,13,6,6,1,3,20,4,20,8,4,15,0,9,10,3
1,43,1,4,4,165,100,30,3,1,69,2,67,2,7,4,14,30,25,25,1,0,1,30,2,32,6,5,8,0,1,1,0
5,46,1,1,1,173,72,14,5,3,71.321976,2,67.737869,2,8,5,16.588694,48,28,18,3,1,1,21.55405,2,41,7,3,10,0,6,5,1
9,27,1,1,1,169,89,9,3,5,54,4,47,6,2,1,16.588694,6,16,19,5,1,1,20,2.6724489,22.825521,7,1,17,0,10,10,1
9,49,1,1,1,170,85,25,2,3,75,2,74,2,3,1,15,48,33,16,3,1,1,19,3,20,6,2,12,0,6,5,-3
9,27,1,1,1,162,70,27,3,3,52,6,49,4,2,1,15,48,4,17,4,0,1,24,1,25,7,5,9,0,6,5,-3
4,38,1,7,8,175,64,24,4,3,58,2,58,2,6,1,13,50,17,20,4,0,1,20,2,22,7,3,6,0,3,1,-1
2,25,1,8,8,167,60,11,2,3,50,2,49,2,3,3,16,48,15,15,4,0,2,21.55405,2.6724489,22.825521,7,4,9,0,6,5,4
7,44,2,5,4,170,70,26,3,5,87,2,67.737869,2,1,1,18,24,10,34,5,2,1,21.55405,3,23,9,1,12,0,10,10,3
8,34,1,7,4,170,95,14,3,5,79,3,69,3,9,6,23,20,11,12,5,2,1,25,2,22,8,3,17,0,10,10,2
2,31,1,5,8,170,90,30,5,1,60,2,65,2,5,4,12,8,10,15,3,0,1,17,2.6724489,22.825521,8,5,3,0,1,1,-1
1,43,2,5,4,154,93,2,2,2,71.321976,98,67,2,8,2,15,15,6,16,3,0,2,16,8,17,6,1,9,0,1,1,0
9,37,1,1,8,171,92,14,1,3,80,2,60,6,3,2,32,36,7,18,4,1,3,24,1,26,7,3,17,0,10,10,1
9,26,2,5,4,167,68,8,4,5,50,2,52,2,3,1,19,48,5,19,5,1,2,21.55405,2.6724489,22.825521,7,1,11,0,8,9,-1
1,39,1,5,4,150,65,30,5,4,70,2,62,2,11,2,12,48,13,12,3,0,1,20,2.6724489,22.825521,6,5,2,0,1,1,0
2,62,1,1,1,165,75,30,5,1,82,2,80,2,4,3,26,8,27,26,3,0,1,28,2,28,8,5,17,1,6,5,4
10,27,1,1,1,183,80,22,3,4,49,11,48,6,4,3,23,40,4,23,5,2,2,25,1,26,8,4,17,0,10,10,0
10,62,1,8,2,160,85,4,5,3,85,2,85,2,12,3,19,20,0,19,5,1,2,25,4,25,8,5,15,1,9,10,-1
5,32,1,11,8,180,120,25,2,4,69,6,63,4,3,3,18,8,10,22,3,0,2,20,1,32,7,2,9,0,4,1,-1
7,40,1,5,4,162,75,12,5,3,63,2,63,2,2,2,20,48,11,20,4,1,2,28,4,30,6,5,17,0,6,5,-1
9,25,1,7,8,160,58,15,4,5,51,4,50,5,1,1,23,25,0,25,5,1,1,21.55405,2.6724489,22.825521,9,4,17,0,10,10,1
10,39,1,8,8,186,100,16,4,4,60,12,55,4,5,1,22,70,16,25,4,1,1,21.55405,2.6724489,22.825521,8,3,17,0,10,10,0
3,27,2,4,4,150,63,30,5,3,56,2,54,2,4,3,19,9,3,14,4,1,2,19,2,20,8,5,12,1,2,1,-1
9,28,1,8,8,167,78,9,2,5,55,2,55,2,1,1,18,50,6,22,5,1,1,20,1,23,7,4,12,0,9,10,0
10,40,1,7,8,175,82,21,2,7,89,11,89,2,7,7,34,40,14,18,5,2,2,40,1,31,8,4,18,0,10,10,0
9,35,1,1,1,170,80,24,1,2,55,8,55,11,1,1,25,48,3,22,4,1,3,21.55405,2.6724489,22.825521,8,3,17,0,10,10,1
7,62,1,7,8,165,88,30,5,5,97,2,88,2,9,4,29,72,2,8,5,1,3,28,3,29,7,5,15,0,8,9,1
10,64,1,7,8,165,71,9,3,6,71.321976,11,67.737869,4,4,1,22,50,35,25,9,3,2,22,3,25,9,4,16,0,10,10,0
2,28,1,1,1,163,60,19,4,2,58,4,50,2,3,3,21,50,0,18,3,0,1,21.55405,2.6724489,22.825521,8,1,14,0,4,1,2
9,42,2,8,1,165,58,12,2,5,71.321976,2,67.737869,2,4,2,17,40,2,18,2,0,1,22,2,24,7,5,9,1,2,1,-7
8,35,1,7,1,178,135,21,4,1,68,2,59,4,5,2,25,68,2,8,3,1,2,28,2.6724489,22.825521,6,4,10,1,6,5,-2
4,35,1,5,8,175,110,14,1,2,62,10,64,4,3,3,18,12,5,18,2,1,1,21.55405,1,20,7,3,12,0,8,9,4
4,25,2,5,4,156,68,9,2,2,53,2,52,2,4,4,15,54,2,15,3,0,1,21.55405,2.6724489,22.825521,8,4,9,0,2,1,-2
9,28,1,8,8,177,82,9,1,5,56,10,51,4,2,2,18,68,8,19,5,0,1,25,2.6724489,22.825521,5,4,12,0,8,9,-1
6,30,2,5,1,155,58,27,5,3,48,2,49,2,2,1,18,42,2,18,3,1,1,18,2,19,8,5,12,0,6,5,0
10,28,1,1,1,172,80,15,2,5,56,4,50,4,3,2,23,52,4,24,5,2,4,21.55405,2.6724489,22.825521,8,4,17,0,10,10,0
7,30,1,1,1,175,80,26,1,4,50,4,48,4,3,2,18,56,9,18,4,2,1,19,2,20,5,1,12,0,9,10,2
9,26,2,1,1,157,45,9,2,4,48,4,48,3,2,1,18,48,3,23,4,0,2,21.55405,2.6724489,22.825521,9,4,12,0,9,10,0
6,33,1,1,1,176,89,14,2,3,56,2,54,2,3,1,16,40,2,18,3,0,1,28,1,28,8,3,12,0,6,5,0
8,42,1,4,4,165,103,16,5,8,73,4,64,2,5,4,22,48,21,21,5,1,1,26,2,27,7,3,11,0,8,9,0
7,34,1,1,1,168,62,15,4,3,64,2,58,2,10,4,16,48,2,16,4,0,1,21.55405,2.6724489,22.825521,8,4,12,0,6,5,-1
8,32,2,5,4,162,80,18,5,3,73,2,62,4,7,6,16,40,1,19,3,0,2,19,3,16,8,2,9,0,2,1,-6
9,34,2,10,8,156,80,26,4,5,62,6,62,6,2,2,15,25,8,15,3,2,2,18,4,17,7,1,15,1,9,10,0
6,52,1,5,4,165,112,4,4,2,71.321976,98,65,2,7,2,12,40,18,12,2,1,1,27,2,27,6,5,6,0,6,5,0
9,50,1,8,4,180,98,19,1,7,83,2,70,2,8,5,23,48,9,17,5,1,1,29,1,29,7,1,12,0,9,10,0
9,38,2,7,8,168,78,14,4,4,69,6,63,6,1,1,20,10,1,23,6,0,1,19,2,20,8,3,11,0,10,10,1
3,28,2,1,1,156,57,15,4,5,50,4,48,4,3,1,16.588694,60,4,24,5,0,1,21.55405,2.6724489,22.825521,8,4,16,0,8,9,5
2,25,1,5,4,170,75,15,4,2,50,2,50,2,2,1,19,30,7,16,3,0,1,21.55405,2.6724489,22.825521,8,4,12,0,2,1,0
2,31,1,5,8,170,90,30,5,1,60,2,65,2,5,4,12,8,10,15,3,0,1,17,2.6724489,22.825521,8,5,3,0,1,1,-1
6,37,1,8,8,175,80,15,2,3,58,2,57,2,4,2,15,50,21,15,7,0,1,17,3,17,7,4,9,0,6,5,0
10,39,2,7,1,168,89,21,2,10,67,4,63,4,5,2,23,30,6,19,5,1,2,24,2.6724489,22.825521,8,4,17,0,10,10,0
5,30,1,1,1,187,100,2,3,7,48,4,48,5,3,1,18,40,20,18,4,4,1,18,2,18,7,1,12,0,10,10,5
3,25,1,5,4,170,70,5,2,5,52,2,52,2,4,4,14,35,7,14,5,0,2,17,4,18,7,1,12,0,6,5,3
2,27,1,8,8,175,95,15,3,6,69,2,64,4,2,2,24,36,5,12,6,0,4,21.55405,2.6724489,22.825521,8,4,14,0,6,5,4
10,64,1,7,8,165,71,9,3,6,71.321976,11,67.737869,4,4,1,22,50,35,25,9,3,2,22,3,25,9,4,16,0,10,10,0
7,25,2,8,1,167,70,30,4,5,57,11,52,9,3,2,16.588694,40,0,18,5,1,1,21.55405,2.6724489,22.825521,8,5,16,0,9,10,2
10,64,1,3,3,174,90,27,5,4,97,2,73,2,5,3,23,84,39,14,5,1,1,28,4,29,8,5,15,0,10,10,0
7,31,1,1,1,176,79,9,1,5,60,4,60,5,2,2,18,50,8,19,4,1,1,19,2,20,8,4,12,0,10,10,3
2,36,2,5,4,160,62,15,3,2,65,2,58,2,8,2,16.588694,16,0,17,2,0,1,25,2.6724489,22.825521,7,4,8,0,1,1,-1
9,46,2,5,4,170,78,11,2,8,74,2,72,2,7,4,24,3,3,26,3,1,2,29,3,30,8,4,18,0,9,10,0
9,27,1,7,4,170,86,9,2,4,55,2,51,5,4,2,24,48,3,15,5,2,2,21.55405,1,27,6,4,12,0,10,10,1
4,35,1,5,8,175,110,14,1,2,62,10,64,4,3,3,18,12,5,18,2,1,1,21.55405,1,20,7,3,12,0,8,9,4
6,34,1,11,8,170,100,16,5,4,60,2,57,2,9,5,17,60,1,19,3,1,1,22,4,23,8,4,12,0,6,5,0
8,61,1,2,2,175,110,18,5,3,97,2,95,2,10,5,16,72,37,12,4,1,2,20,3,31,7,2,3,0,6,5,-2
9,39,2,5,4,170,80,16,5,4,67,2,63,2,2,1,23,75,26,29,3,0,2,25,1,28,6,3,12,0,6,5,-3
9,31,2,8,1,160,85,31,3,8,56,2,53,11,2,1,23,35,3,27,6,1,1,21.55405,1,25,8,5,16,0,10,10,1
6,25,2,11,8,160,62,28,3,2,47,2,43,4,3,2,15,52,0,16,3,1,3,18,1,20,8,1,9,0,3,1,-3
8,46,1,5,4,175,90,21,4,5,97,2,85,9,4,4,14,40,3,14,6,2,3,21.55405,2.6724489,22.825521,7,4,6,0,10,10,2
7,27,2,8,4,156,69,25,5,2,60,2,50,4,3,3,16,15,0,16,5,3,2,17,2,20,5,2,9,0,8,9,1
3,25,2,4,4,150,48,24,3,5,46,4,46,4,3,1,17,15,2,16,2,0,2,21,1,21,7,3,12,0,2,1,-1
10,43,1,1,1,180,101,9,4,2,70,2,65,5,5,1,18,50,3,18,4,1,1,22,2,29,9,4,12,0,10,10,0
3,35,2,8,8,150,55,21,5,4,58,2,67.737869,2,7,1,15,60,17,10,4,1,2,28,2,19,8,4,8,0,2,1,-1
6,37,1,8,8,175,80,15,2,3,58,2,57,2,4,2,15,50,21,15,7,0,1,17,3,17,7,4,9,0,6,5,0
9,25,2,1,1,159,61,15,1,5,60,6,60,6,3,3,23,40,4,17,5,1,3,21.55405,2.6724489,22.825521,8,4,17,0,10,10,1
4,31,2,7,1,152,54,30,5,3,66,2,57,4,8,8,15,48,0,19,3,1,2,21,1,22,8,1,9,0,6,5,2
5,31,2,8,8,150,58,21,5,2,68,2,50,2,11,4,15,70,8,18,2,0,2,20,2,21,7,4,8,0,1,1,-4
10,63,1,8,8,173,78,13,4,7,89,2,88,98,12,1,12,54,35,15,6,1,1,24,2,24,6,4,6,0,6,5,-4
8,50,1,4,4,183,72,30,3,5,86,11,78,2,5,2,15,15,32,17,7,1,1,22,3,23,7,4,9,0,9,10,1
6,34,1,11,8,170,100,16,5,4,60,2,57,2,9,5,17,60,1,19,3,1,1,22,4,23,8,4,12,0,6,5,0
9,27,2,1,1,159,63,24,1,4,52,11,50,6,2,1,22,40,5,22,5,1,2,21.55405,2.6724489,22.825521,4,3,16,0,10,10,1
10,35,1,5,4,170,60,10,2,2,71,4,53,4,3,3,16.588694,35,2,17,4,0,2,21.55405,2.6724489,22.825521,8,2,13,0,6,5,-4
2,25,1,4,4,175,78,25,3,4,60,2,57,4,5,4,23,48,3,12,2,0,1,20,2,21,9,2,16,0,2,1,0
9,33,2,1,1,163,65,9,2,3,68,3,68,3,5,5,19,48,13,14,2,1,2,27,1,27,8,4,12,0,8,9,-1
7,46,2,1,1,158,55,11,3,4,83,6,75,4,4,3,15,5,2,44,4,1,2,25,1,30,8,4,9,0,10,10,3
10,29,2,1,1,160,68,9,1,6,60,6,56,6,2,2,25,40,3,26,6,1,1,21,1,21,8,4,17,0,10,10,0
8,32,2,1,1,145,56,25,2,4,60,11,57,2,3,1,23,24,10,21,4,0,3,26,2.6724489,22.825521,7,2,17,0,8,9,0
7,30,1,7,8,177,83,23,4,1,59,4,58,2,3,1,26,20,6,18,3,0,3,21.55405,2.6724489,22.825521,6,5,16,1,6,5,-1
3,41,1,10,8,176,88,16,3,4,66,3,66,2,1,1,21,21,7,14,5,1,2,25,1,36,7,3,10,0,8,9,5
10,25,1,1,1,180,75,11,2,3,53,2,49,2,4,1,19,8,5,19,3,1,3,21.55405,2.6724489,22.825521,6,4,12,0,8,9,-2
10,28,1,8,8,168,75,9,1,5,55,2,50,4,2,2,18,60,1,18,5,1,1,18,1,19,6,4,12,0,9,10,-1
4,25,2,7,8,155,65,15,4,4,52,2,50,2,3,2,17,6,0,17,8,0,2,17,2,17,8,4,9,0,6,5,2
5,32,1,4,4,165,73,30,5,3,61,2,58,2,3,2,18,70,3,20,4,1,1,26,1,23,7,5,12,0,3,1,-2
10,38,1,8,8,179,84,26,3,8,60,11,57,6,4,2,20,48,2,21,7,2,2,25,2,26,8,1,14,0,10,10,0
8,36,1,7,8,164,54,15,2,4,65,2,65,7,6,4,23,20,8,19,7,2,2,33,1,33,8,4,15,0,10,10,2
9,64,1,4,4,175,68,2,5,3,85,2,84,2,4,2,13,8,52,15,4,1,1,20,1,22,3,1,5,0,6,5,-3
2,36,1,5,4,170,75,26,5,4,67,2,63,2,4,3,15,48,12,24,5,0,1,21.55405,2.6724489,22.825521,8,1,9,0,2,1,0
9,26,1,1,1,170,65,15,1,4,60,11,57,4,2,1,22,48,2,24,5,1,2,21.55405,2.6724489,22.825521,7,4,16,0,10,10,1
9,30,1,1,1,176,80,15,5,5,53,6,52,10,2,1,22,40,7,20,4,0,1,18,2,23,7,4,15,0,8,9,-1
3,34,1,5,4,160,59,21,5,5,65,2,55,98,6,3,17,50,0,19,3,0,2,22,2,25,5,4,9,0,2,1,-1
1,34,2,1,1,155,60,7,1,2,55,2,55,2,7,3,15,40,21,22,2,0,1,24,2,24,8,5,9,1,2,1,1
3,30,2,5,4,160,70,30,4,3,63,2,57,2,3,1,14,18,3,27,2,0,2,14,4,14,5,5,9,0,1,1,-2
3,30,1,1,1,170,63,24,3,5,68,4,55,2,5,5,19,48,2,17,3,0,2,19,1,29,7,3,11,0,6,5,3
4,42,1,1,1,165,83,23,4,3,62,2,68,3,7,3,16,78,0,13,1,0,3,19,3,20,11,5,12,1,6,5,2
5,25,1,4,4,168,70,32,5,5,71.321976,4,67.737869,4,5,4,12,60,8,18,3,0,1,21.55405,2.6724489,22.825521,8,2,6,0,1,1,-4
4,25,2,7,8,155,65,15,4,4,52,2,50,2,3,2,17,6,0,17,8,0,2,17,2,17,8,4,9,0,6,5,2
7,37,1,2,2,173,83,21,2,8,56,6,70,2,6,5,16.588694,50,2,17,6,1,2,24,2,25,6,4,10,0,9,10,2
4,38,2,5,4,160,50,28,3,3,62,2,51,2,2,1,13,40,4,14,2,0,2,21.55405,2,19,6,1,12,0,3,1,-1
4,30,2,7,8,150,55,15,1,4,60,2,49,6,2,1,18,50,2,28,4,0,1,20,1,20,6,4,12,0,6,5,2
6,44,1,1,1,158,70,11,3,4,71.321976,2,67.737869,1,2,1,10,10,12,15,4,1,1,20,1,22,8,4,8,0,9,10,3
6,44,2,7,8,158,63,15,1,6,67,2,69,2,7,4,18,90,13,6,6,1,3,20,4,20,8,4,15,0,9,10,3
3,25,2,1,1,158,65,1,4,5,46,4,45,4,1,1,14,30,7,17,4,0,2,20,1,24,8,3,8,0,2,1,-1
9,30,1,1,1,176,80,15,5,5,53,6,52,10,2,1,22,40,7,20,4,0,1,18,2,23,7,4,15,0,8,9,-1
2,25,1,8,8,167,60,11,2,3,50,2,49,2,3,3,16,48,15,15,4,0,2,21.55405,2.6724489,22.825521,7,4,9,0,6,5,4
2,46,2,5,4,155,60,4,2,2,74,2,65,2,9,8,13,60,28,17,1,0,1,20,1,36,3,5,6,0,6,5,4
10,43,1,7,8,160,93,24,4,4,59,2,59,2,7,3,22,50,20,22,3,2,1,22,3,23,7,3,16,0,9,10,-1
5,26,2,7,8,165,95,13,5,3,51,6,47,4,2,1,23,56,4,23,3,2,2,22,2.6724489,22.825521,8,4,17,0,10,10,5
8,28,1,1,1,190,105,221,2,8,51,2,53,2,4,1,18,45,7,14,4,1,1,18,2,18,8,1,12,0,9,10,1
3,29,2,1,1,158,76,16,5,5,56,2,62,2,8,3,16.588694,48,14,16,3,0,2,24,1,26,8,3,6,0,2,1,-1
3,28,2,5,8,160,65,221,1,3,60,6,58,2,4,2,15,20,10,18,6,2,2,18,2,19,8,3,9,0,9,10,6
8,26,1,5,4,171,80,15,2,2,45,2,46,3,3,2,16,40,4,13,7,1,7,21.55405,2.6724489,22.825521,7,4,9,0,8,9,0
10,36,1,1,1,179,75,8,3,5,60,4,63,4,1,1,23,48,8,23,5,2,2,22,2,18,9,1,17,0,10,10,0
5,29,2,1,1,160,80,8,4,4,44,2,44,2,2,2,16,48,4,18,3,0,1,18,2,17,7,1,9,0,6,5,1
4,54,1,1,1,160,66,31,3,4,80,4,78,8,4,3,43,40,32,12,3,1,1,21.55405,3,25,8,5,19,0,10,10,6
8,34,2,5,4,157,64,21,4,3,74,2,69,2,13,9,17,15,7,18,10,0,2,21.55405,2,26,6,4,11,0,9,10,1
6,34,1,8,4,186,85,9,2,5,80,2,67.737869,4,3,3,29,48,0,16,4,0,3,21.55405,2.6724489,22.825521,8,4,12,0,6,5,0
2,38,1,4,4,165,82,30,3,4,65,4,50,2,4,4,22,72,10,15,4,0,1,21.55405,2.6724489,22.825521,6,5,14,0,1,1,-1
8,60,1,5,4,170,76,13,5,5,88,2,89,2,2,1,16,42,40,18,4,1,1,21,2,23,8,4,9,1,6,5,-2
5,28,1,1,1,168,52,19,1,4,60,2,53,4,6,3,14,62,0,17,4,0,1,18,3,20,7,1,11,0,6,5,1
10,26,2,7,8,150,70,21,3,6,48,4,46,11,4,1,21,40,7,15,7,1,3,20,1,21,8,4,16,0,10,10,0
10,43,1,7,8,172,73,13,5,3,67,2,63,2,1,1,24,40,18,25,4,1,1,28,1,30,7,4,16,0,9,10,-1
9,36,1,5,4,162,75,26,4,3,65,3,63,2,4,2,22,48,22,22,5,1,1,22,3,30,6,1,16,0,6,5,-3
2,44,1,7,8,160,70,30,5,1,81,2,76,2,8,7,16.588694,10,10,18,2,0,1,23,2,25,7,5,9,0,1,1,-1
5,25,1,1,1,170,75,9,1,6,69,4,69,4,3,2,18,48,5,18,4,1,3,21.55405,2.6724489,22.825521,7,4,12,0,9,10,4
10,27,1,7,8,173,64,14,2,6,55,11,55,11,4,3,23,30,2,16,3,1,3,21.55405,2.6724489,22.825521,8,3,16,0,9,10,-1
9,47,1,5,4,173,100,2,4,9,71.321976,2,69,2,3,2,16,48,30,18,5,2,1,21.55405,2.6724489,22.825521,5,1,9,0,9,10,0
7,41,1,1,1,168,90,17,3,3,63,4,62,4,2,1,18,72,15,15,4,1,1,38,2.6724489,22.825521,6,4,12,0,8,9,1
9,25,2,7,1,168,72,14,5,3,46,11,45,4,3,1,23,60,1,14,5,1,3,21.55405,2.6724489,22.825521,7,3,20,0,10,10,1
10,50,2,8,8,160,74,9,1,9,84,11,82,2,8,7,21,60,1,20,6,3,2,15,3,24,7,5,16,0,10,10,0
3,30,2,4,8,160,60,12,5,4,72,2,67,2,5,5,14,40,4,16,2,0,2,17,3,18,8,4,9,0,1,1,-2
7,26,1,1,1,170,73,10,4,3,39,4,39,2,3,1,20,40,4,10,5,0,2,21.55405,2.6724489,22.825521,8,2,12,0,6,5,-1
10,29,1,1,1,168,68,11,3,4,50,4,50,4,1,1,18,8,10,19,5,1,1,21.55405,2.6724489,22.825521,8,4,12,1,9,10,-1
9,50,1,1,1,180,79,2,2,2,79,2,72,2,9,5,18,48,18,17,6,2,1,20,1,22,2,1,12,0,10,10,1
2,38,1,5,4,170,70,9,3,3,71.321976,4,57,2,9,2,22,60,0,15,5,0,2,18,2,19,5,4,9,0,6,5,4
10,26,2,2,2,172,63,9,3,6,61,11,58,6,3,3,24,35,1,25,8,2,2,21.55405,2.6724489,22.825521,8,4,16,0,10,10,0
10,45,1,5,4,167,101,24,4,4,72,2,64,2,8,4,12,10,13,20,5,1,3,25,2.6724489,22.825521,4,3,6,0,6,5,-4
1,35,1,1,1,170,86,15,5,2,59,4,59,2,2,2,19,60,15,19,2,0,1,20,1,21,6,4,12,0,6,5,5
2,54,1,8,8,170,82,19,1,2,71.321976,2,72,2,3,3,12,50,12,12,2,1,2,17,3,18,8,1,2,0,3,1,1
8,39,2,1,1,162,59,21,4,5,70,8,62,4,8,1,27,5,5,15,5,0,2,27,4,33,8,4,17,0,9,10,1
9,30,1,1,1,170,76,9,2,4,56,2,54,9,2,2,18,46,7,18,5,1,3,21.55405,2.6724489,22.825521,3,4,12,0,10,10,1
3,36,1,7,4,158,72,30,5,2,61,2,67.737869,2,3,3,18,40,22,10,2,1,1,24,2,25,7,5,11,0,2,1,-1
10,60,2,7,8,161,65,15,2,4,97,9,80,2,8,2,18,14,35,25,5,2,2,22,2,23,4,4,12,0,10,10,0
10,29,2,7,1,169,77,20,4,6,52,11,49,8,2,2,24,40,4,17,6,2,3,21.55405,2.6724489,22.825521,6,5,16,0,10,10,0
7,40,1,1,1,166,68,15,4,5,66,4,64,2,4,2,18,50,9,20,5,2,1,22,2,32,9,4,12,0,10,10,3
4,32,1,5,4,160,64,31,3,2,62,2,60,2,6,5,25,60,4,16,4,0,2,28,2.6724489,22.825521,6,5,14,0,4,1,0
8,49,1,1,1,187,97,19,3,4,96,2,89,2,2,1,19,6,31,26,4,1,1,22,1,23,10,1,12,0,10,10,2
10,36,1,7,8,172,70,22,3,5,61,5,58,5,2,2,23,40,7,15,5,1,1,21.55405,2.6724489,22.825521,5,4,17,0,10,10,0
10,54,2,7,8,160,58,15,2,7,78,11,76,11,3,2,23,30,30,24,7,4,2,26,2,27,9,4,17,0,10,10,0
8,62,1,1,1,175,85,14,1,7,95,2,97,2,9,5,21,20,2,21,6,0,1,23,5,27,6,3,15,0,9,10,1
2,27,1,5,4,172,78,16,5,3,50,4,43,2,4,4,18,60,7,18,2,0,1,22,2,23,6,3,9,0,2,1,0
9,47,2,1,1,160,72,8,4,5,72,2,70,2,7,3,16,40,7,18,5,1,3,23,3,24,8,1,9,0,8,9,-1
9,56,1,4,1,179,79,18,5,4,71.321976,2,67.737869,2,3,2,16,10,3,12,6,0,2,28,2,25,7,3,12,0,8,9,-1
7,27,1,7,8,175,90,15,3,2,71.321976,98,67.737869,2,2,1,16,48,1,26,6,0,3,21.55405,2.6724489,22.825521,8,1,9,0,6,5,-1
9,60,1,1,1,163,73,24,2,5,80,2,78,2,10,1,14,45,37,20,3,1,2,28,4,30,7,3,9,0,6,5,-3
3,27,2,4,4,150,63,30,5,3,56,2,54,2,4,3,19,9,3,14,4,1,2,19,2,20,8,5,12,1,2,1,-1
10,41,1,7,8,175,75,7,5,6,64,5,60,5,8,1,19,40,12,16,6,2,1,18,4,19,5,4,12,0,10,10,0
10,25,2,3,3,156,62,30,3,9,55,12,57,11,3,3,23,15,1,20,6,1,2,23,1,23,9,5,18,0,10,10,0
7,54,2,8,98,165,70,11,2,6,86,98,67.737869,2,6,6,14,4,27,24,9,1,2,21.55405,2.6724489,22.825521,8,4,9,0,10,10,3
10,29,1,1,1,173,75,22,4,6,52,11,48,2,5,3,22,40,0,23,5,2,1,21.55405,2.6724489,22.825521,7,4,17,0,10,10,0
10,26,1,8,8,170,65,15,1,3,55,2,53,2,4,4,26,48,2,17,3,0,4,22,2.6724489,22.825521,6,4,11,0,3,1,-7
1,32,2,7,4,150,65,9,3,3,72,2,55,4,4,2,11,10,1,12,2,0,1,24,2,29,7,4,6,0,2,1,1
7,34,1,11,8,180,85,21,3,6,71.321976,2,77,2,9,9,19,5,17,17,3,0,2,20,2,29,9,4,12,0,6,5,-1
2,40,2,1,1,151,70,20,5,4,71.321976,2,65,2,4,3,15,48,13,14,2,0,2,31,1,30,8,5,9,0,1,1,-1
8,47,2,1,1,163,100,26,4,5,83,7,78,98,7,6,23,48,19,21,5,1,1,21.55405,2.6724489,22.825521,9,1,17,0,10,10,2
5,34,2,2,2,150,58,26,5,3,56,3,53,2,1,1,23,30,11,23,4,1,2,21.55405,2.6724489,22.825521,8,1,16,0,6,5,1
9,41,1,1,1,172,73,5,4,5,75,4,72,2,3,2,18,55,6,19,5,1,2,21,2,22,5,1,12,0,9,10,0
9,28,1,8,8,160,100,2,2,5,47,4,42,4,1,1,16.588694,48,2,18,5,0,4,21.55405,2.6724489,22.825521,6,1,12,0,6,5,-3
5,30,2,7,8,156,50,14,4,6,64,6,59,11,3,2,16.588694,6,1,22,5,0,2,21.55405,2.6724489,22.825521,8,3,13,0,9,10,4
10,36,2,7,6,155,63,9,1,5,61,11,63,11,5,2,22,40,10,26,4,1,2,21.55405,2.6724489,22.825521,6,4,15,0,10,10,0
9,27,1,7,8,162,70,9,1,5,58,2,58,2,1,1,15,48,6,20,4,1,2,21.55405,2.6724489,22.825521,8,4,12,0,8,9,-1
10,61,1,7,8,170,85,9,2,6,82,4,83,4,4,1,23,40,35,25,6,3,3,26,2,30,8,4,17,0,10,10,0
9,47,2,1,1,157,58,31,2,9,71.321976,7,97,8,4,1,26,40,25,23,5,1,1,20,3,22,9,5,17,1,10,10,1
8,35,1,7,1,178,135,21,4,1,68,2,59,4,5,2,25,68,2,8,3,1,2,28,2.6724489,22.825521,6,4,10,1,6,5,-2
4,40,1,1,1,168,72,7,5,4,68,2,61,2,7,4,27,41,7,18,5,0,2,21.55405,2.6724489,22.825521,8,5,17,0,6,5,2
6,52,2,1,1,145,64,5,5,4,73,8,67.737869,2,6,2,11,48,0,26,7,0,3,15,1,15,6,1,3,0,6,5,0
3,25,1,7,4,160,89,31,5,2,67,2,46,2,6,4,15,42,0,18,2,1,1,20,2,21,6,5,9,1,3,1,0
7,44,1,9,8,172,72,11,4,3,71.321976,3,80,2,4,3,25,58,19,27,5,1,1,22,2,22,8,4,15,0,8,9,1
5,25,2,1,1,156,56,31,2,2,48,6,48,2,3,2,16,48,5,16,3,0,3,21,2,22,6,5,9,0,6,5,1
3,26,2,8,8,158,52,12,2,5,54,6,44,6,2,1,18,50,1,25,6,0,2,20,1,24,8,5,12,0,8,9,5
10,36,2,3,3,157,55,15,1,4,63,4,69,4,3,2,23,40,10,26,7,2,2,28,1,29,11,4,17,0,10,10,0
5,36,2,5,4,158,68,11,3,2,68,2,65,2,1,1,15,7,15,21,3,1,1,21.55405,2.6724489,22.825521,7,4,9,0,6,5,1
